city,date,year,month,day_of_year,LST_Day_Urban,LST_Day_Rural,LST_Night_Urban,UHI_Index
Jaipur,2000-09-05,2000,9,249,31.457882022721368,31.77571723264968,21.82929221525578,-0.3178352099283117
Jaipur,2000-09-13,2000,9,257,37.028611655885065,37.7706279768402,23.08487174233332,-0.7420163209551376
Jaipur,2000-09-21,2000,9,265,35.70790065275299,35.95296855542037,21.869838421684307,-0.24506790266737966
Jaipur,2000-09-29,2000,9,273,41.594950114443314,42.34661866300758,21.575219789893808,-0.7516685485642682
Jaipur,2000-10-07,2000,10,281,40.42018447874485,41.489844613155206,20.245121877261997,-1.0696601344103556
Jaipur,2000-10-15,2000,10,289,42.59243225881805,43.61393330630657,18.24222925346022,-1.0215010474885204
Jaipur,2000-10-23,2000,10,297,39.16252251728751,40.23012789887835,17.421840119971268,-1.0676053815908375
Jaipur,2000-10-31,2000,10,305,37.38412181857306,38.59713643309329,16.23219532740811,-1.2130146145202332
Jaipur,2000-11-08,2000,11,313,35.63006561584113,36.67149056662619,15.097434045840885,-1.041424950785057
Jaipur,2000-11-16,2000,11,321,31.565896956142584,32.261306348166926,12.888387526012517,-0.6954093920243416
Jaipur,2000-11-24,2000,11,329,30.296335132095077,31.095653725013253,9.41987748287464,-0.7993185929181763
Jaipur,2000-12-02,2000,12,337,30.067271957486557,30.837125227388487,8.1548538114148,-0.7698532699019296
Jaipur,2000-12-10,2000,12,345,28.049960187881805,28.787638070290363,9.907643605087875,-0.7376778824085584
Jaipur,2000-12-18,2000,12,353,26.9324121613051,27.529291088450336,7.068384029116267,-0.5968789271452373
Jaipur,2000-12-26,2000,12,361,25.69969206019275,26.093619200788034,8.291563847228165,-0.39392714059528444
Jaipur,2001-01-01,2001,1,1,20.77948349710257,22.75065485259683,6.6538775510204395,-1.9711713554942598
Jaipur,2001-01-09,2001,1,9,24.378583422340398,25.344248541074045,5.818806402115763,-0.9656651187336465
Jaipur,2001-01-17,2001,1,17,25.37929209791184,26.13318376641094,7.4894344202995935,-0.7538916684991008
Jaipur,2001-01-25,2001,1,25,27.273065263075004,27.817776176962873,7.805567268557516,-0.5447109138878687
Jaipur,2001-02-02,2001,2,33,27.338373638472795,28.122478435775115,7.1847533084290625,-0.7841047973023194
Jaipur,2001-02-10,2001,2,41,28.16160888009475,28.790842797891937,10.48851478457621,-0.6292339177971868
Jaipur,2001-02-18,2001,2,49,30.826527286452272,31.67201981268378,13.034185846864371,-0.8454925262315065
Jaipur,2001-02-26,2001,2,57,31.04315853825537,31.557890541678375,11.424306789364604,-0.5147320034230063
Jaipur,2001-03-06,2001,3,65,34.40407147232596,35.24713504017631,14.380600905013173,-0.8430635678503506
Jaipur,2001-03-14,2001,3,73,38.071146420765466,38.54272383862964,15.989746994074507,-0.4715774178641752
Jaipur,2001-03-22,2001,3,81,38.50439256998656,39.60600895038353,15.952389811608722,-1.101616380396976
Jaipur,2001-03-30,2001,3,89,38.9012515043877,39.91738819762809,17.111526351446884,-1.0161366932403908
